time	energy	cost
62442	0.0333333	0
62645	0.0666667	0
62882	0.0333333	0
63221	9.71445e-17	0
63227	0.0333333	0
63479	0.0666667	0
63515	0.1	0
63844	0.133333	0
63848	0.166667	0
63926	0.133333	0
64047	0.166667	0
64116	0.133333	0
64121	0.1	0
64446	0.0666667	0
64457	0.0333333	0
64491	0.0666667	0
64692	0.0333333	0
64942	9.71445e-17	0
65157	0.0333333	0
65234	0.0666667	0
65351	0.1	0
65767	0.133333	0
65844	0.1	0
65882	0.0666667	0
65916	0.1	0
65971	0.0666667	0
65976	0.1	0
66431	0.0666667	0
66437	0.0333333	0
66521	0.0666667	0
66528	0.0333333	0
66863	0.0666667	0
67025	0.1	0
67032	0.133333	0
67163	0.1	0
67177	0.133333	0
67203	0.166667	0
67258	0.2	0
67492	0.166667	0
67645	0.1	0
67770	0.0666667	0
67783	0.0333333	0
67882	9.71445e-17	0
68222	0.0333333	0
68307	0.0666667	0
68641	0.1	0
68692	0.133333	0
68806	0.1	0
68808	0.133333	0
68922	0.1	0
68961	0.133333	0
69251	0.1	0
69258	0.0666667	0
69421	0.0333333	0
69434	0.0666667	0
69570	0.1	0
69735	0.0666667	0
69789	0.1	0
69907	0.133333	0
70000	0.1	0
70201	0.0666667	0
70401	0.0333333	0
70458	0.0666667	0
70478	0.0333333	0
70892	0.0666667	0
71063	0.0333333	0
71474	9.71445e-17	0
71584	0.0333333	0
71802	0.0666667	0
72181	0.0333333	0
72675	9.71445e-17	0
72835	0.0333333	0
73077	0.0666667	0
73403	0.1	0
73449	0.0666667	0
73510	0.0333333	0
73794	0.0666667	0
73864	0.1	0
74078	0.0666667	0
74236	0.1	0
74399	0.0666667	0
74425	0.0333333	0
74864	9.71445e-17	0
75097	0.0333333	0
75287	0.0666667	0
75330	0.1	0
75404	0.133333	0
75584	0.166667	0
75707	0.133333	0
75886	0.1	0
75954	0.0666667	0
76025	0.0333333	0
76318	0.0333333	0
76748	0.0666667	0
76869	0.1	0
76994	0.0666667	0
77368	0.0333333	0
77483	9.71445e-17	0
77589	0.0333333	0
77828	0.0666667	0
78011	0.1	0
78138	0.133333	0
78206	0.1	0
78310	0.133333	0
78431	0.1	0
78514	0.0666667	0
78710	0.1	0
78738	0.0666667	0
78867	0.1	0
78927	0.0666667	0
79116	0.1	0
79201	0.133333	0
79342	0.166667	0
79439	0.133333	0
79448	0.1	0
79606	0.133333	0
79796	0.1	0
79802	0.0666667	0
79926	0.1	0
79940	0.133333	0
79972	0.1	0
80316	0.0666667	0
80543	0.0333333	0
80590	9.71445e-17	0
80764	0.0333333	0
81027	0.0666667	0
81339	0.1	0
81374	0.0666667	0
81550	0.1	0
81623	0.0666667	0
81814	0.1	0
81828	0.133333	0
81936	0.1	0
82378	0.0666667	0
82410	0.0333333	0
82432	9.71445e-17	0
82636	0.0333333	0
82942	0.0666667	0
83160	0.0333333	0
83368	0.0666667	0
83454	0.1	0
83611	0.0666667	0
83941	0.0333333	0
84090	0.0666667	0
84199	0.1	0
84204	0.0666667	0
84699	0.0333333	0
84854	9.71445e-17	0
86322	0.0333333	0
86351	0.0666667	0
86553	0.1	0
86633	0.133333	0
86700	0.166667	0
86773	0.133333	0
86901	0.166667	0
86984	0.133333	0
87049	0.166667	0
87185	0.133333	0
87190	0.1	0
87244	0.0666667	0
87255	0.1	0
87340	0.0666667	0
87427	0.1	0
87449	0.133333	0
87510	0.1	0
87667	0.0666667	0
87949	0.1	0
88144	0.0666667	0
88169	0.0333333	0
88545	0.0666667	0
88573	0.1	0
88574	0.0666667	0
88611	0.0333333	0
89251	9.71445e-17	0
90158	0.0333333	0
90755	9.71445e-17	0
