taxiID	true total demand	total demand	difference	served demand	total distance	served distance	total time	served time	taxi revenue	taxi profit
249	50	50	0	17	273.578	152.725	38934	16533	415.848	415.848
250	77	77	0	15	346.683	78.7211	43548	8664	289.74	289.74
251	61	61	0	17	297.613	107.066	35966	11313	354.103	354.103
252	38	38	0	17	310.412	115.594	28556	11400	365.794	365.794
253	26	26	0	6	385.885	76.6386	23349	5555	181.222	181.222
254	46	46	0	39	363.842	244.633	31787	25449	824.346	824.346
255	64	64	0	33	317.579	122.536	35706	15981	569.884	569.884
256	41	41	0	10	319.113	103.281	24485	5504	278.115	278.115
257	24	24	0	11	490.603	65.9739	84257	12602	226.345	226.345
258	65	65	0	20	290.973	113.02	39786	13409	405.943	405.943
259	32	32	0	8	330.175	83.3338	22851	4777	219.035	219.035
260	70	70	0	15	371.421	104.775	44265	10256	330.083	330.083
261	43	43	0	21	185.731	75.9492	28007	11579	360.286	360.286
262	27	27	0	11	353.904	143.713	30721	12608	334.448	334.448
263	41	41	0	37	324.373	282.92	34835	31303	841.103	841.103
264	28	28	0	3	297.609	46.3553	26418	2737	101.033	101.033
265	68	68	0	17	335.891	100.185	40566	11843	336.767	336.767
266	48	48	0	30	277.38	178.603	27591	16807	617.151	617.151
267	40	40	0	21	452.129	214.762	45990	21944	564.248	564.248
268	44	44	0	11	449.082	138.454	37705	10223	323.971	323.971
269	40	40	0	20	334.503	165.714	30170	15672	478.55	478.55
270	51	51	0	30	350.721	170.425	36111	21152	599.067	599.067
271	39	39	0	23	367.245	136.39	28076	12745	468.995	468.995
272	57	57	0	23	278.604	111.895	31409	13535	432.699	432.699
273	46	46	0	14	306.867	104.472	27405	8946	317.991	317.991
274	34	34	0	24	297.714	205.31	22587	14125	584.383	584.383
275	65	65	0	48	346.986	236.897	40740	31655	901.585	901.585
276	50	50	0	38	250.514	191.234	29783	21915	723.541	723.541
277	33	33	0	12	299.535	121.944	23261	8925	321.394	321.394
278	32	32	0	17	250.398	110.075	25895	11513	358.042	358.042
279	26	26	0	13	226.255	119.749	19615	10915	325.583	325.583
280	23	23	0	19	289.974	216.017	28093	21750	536.046	536.046
281	55	55	0	8	352.938	95.7317	34346	6131	232.591	232.591
282	50	50	0	17	306.387	125.838	25068	9851	403.713	403.713
283	56	56	0	35	395.279	214	42411	22196	729.505	729.505
284	50	50	0	25	286.874	130.586	34933	17505	486.684	486.684
285	49	49	0	26	319.98	156.713	35629	17815	542.375	542.375
286	47	47	0	14	248.407	82.7731	30205	7333	290.794	290.794
287	51	51	0	24	310.104	67.3056	32199	11128	380.554	380.554
288	41	41	0	18	321.335	101.884	28969	13069	356.989	356.989
289	37	37	0	24	276.782	115.053	22471	13665	455.291	455.291
290	45	45	0	11	340.185	126.421	45964	8380	317.191	317.191
291	77	77	0	13	319.147	118.442	44710	13286	322.106	322.106
292	24	24	0	3	324.958	70.2277	26013	3421	136.841	136.841
293	48	48	0	15	367.413	156.533	35670	12740	401.526	401.526
294	35	35	0	24	391.525	300.91	30272	23091	717.922	717.922
295	25	25	0	24	384.703	363.543	22333	21227	824.208	824.208
296	59	59	0	23	279.407	115.542	43243	14470	433.847	433.847
297	61	61	0	15	304.333	112.562	38110	11046	347.845	347.845
298	44	44	0	13	380.338	52.394	37028	8694	224.449	224.449
299	31	31	0	22	333.171	189.17	27243	16839	535.659	535.659
300	48	48	0	42	359.674	216.675	35330	26521	804.783	804.783
301	57	57	0	17	379.508	118.752	41052	13117	364.962	364.962
302	21	21	0	16	274.853	157.39	21373	13308	423.809	423.809
303	32	32	0	8	365.816	77.0111	29692	7792	200.106	200.106
304	44	44	0	19	271.325	93.2062	28733	12641	352.11	352.11
305	31	31	0	19	255.203	146.692	27570	16955	426.888	426.888
306	39	39	0	17	320.685	120.015	32774	16123	378.753	378.753
307	49	49	0	16	318.021	103.843	34002	9536	336.313	336.313
308	32	32	0	8	350.68	126.65	29244	9366	275.862	275.862
309	19	19	0	9	270.63	120.362	19932	9232	280.314	280.314
310	41	41	0	11	437.072	180.594	36377	11704	389.698	389.698
311	104	104	0	28	279.421	104.51	36049	10386	522.809	522.809
312	37	37	0	6	306.885	102.494	27890	7288	216.978	216.978
313	40	40	0	12	308.615	116.141	26356	8493	305.005	305.005
314	55	55	0	19	343.158	182.482	41925	17042	490.527	490.527
315	30	30	0	17	314.863	214.212	24686	15113	512.322	512.322
316	27	27	0	24	327.276	283.262	23800	21466	693.162	693.162
317	44	44	0	26	314.154	166.33	32630	18221	541.591	541.591
318	57	57	0	36	420.914	332.279	42651	32085	896.553	896.553
319	42	42	0	9	330.533	161.441	27437	9144	340.48	340.48
320	60	60	0	15	318.776	128.122	59768	29972	359.385	359.385
321	52	52	0	25	298.904	155.818	31550	17028	514.071	514.071
322	61	61	0	25	293.292	142.185	34595	16115	504.217	504.217
323	48	48	0	19	289.738	129.292	28766	11559	407.768	407.768
324	23	23	0	22	236.9	216.231	17833	16767	573.098	573.098
325	56	56	0	17	342.333	105.723	38315	12053	353.963	353.963
326	56	56	0	23	336.928	181.402	36960	18573	520.453	520.453
327	51	51	0	46	297.777	203.059	34049	26984	841.653	841.653
328	36	36	0	18	299.27	141.563	26369	12818	420.467	420.467
329	55	55	0	23	481.534	202.29	42007	15029	572.866	572.866
330	76	76	0	35	325.813	142.854	43927	18610	622.594	622.594
331	64	64	0	59	332.464	239.008	39245	34481	1049.79	1049.79
332	42	42	0	31	202.745	161.95	30315	19569	599.141	599.141
333	63	63	0	22	339.517	75.6238	42481	10597	374.502	374.502
334	64	64	0	12	345.94	82.9233	39006	10729	258.071	258.071
335	33	33	0	12	347.856	71.4878	27690	8085	246.263	246.263
336	40	40	0	9	336.309	55.5745	34653	5829	187.895	187.895
337	49	49	0	17	361.201	120.182	35809	11820	378.675	378.675
338	57	57	0	22	374.155	207.769	52624	33828	563.219	563.219
339	66	66	0	41	316.675	146.233	34466	19839	696.882	696.882
340	43	43	0	24	329.419	166.103	30771	17750	527.601	527.601
341	45	45	0	14	277.765	76.1655	31692	7604	268.222	268.222
342	29	29	0	8	421.606	108.874	30269	9180	250.553	250.553
343	29	29	0	10	313.155	43.9375	22712	5502	185.701	185.701
344	68	68	0	14	349.588	146.814	48144	14383	377.151	377.151
345	47	47	0	32	380.229	165.892	36245	18615	607.61	607.61
346	62	62	0	4	294.089	47.9761	35702	3086	116.397	116.397
347	50	50	0	21	249.747	116.574	28889	14483	412.437	412.437
348	29	29	0	19	326.535	192.129	24144	15347	504.581	504.581
349	58	58	0	26	412.09	125.427	42484	17470	487.502	487.502
350	38	38	0	24	422.221	210.568	33374	18343	584.298	584.298
351	78	78	0	33	335.146	133.953	47129	19922	582.992	582.992
352	35	35	0	20	343.198	140.531	30523	14932	439.2	439.2
353	33	33	0	21	325.173	153.322	29608	16920	461.855	461.855
354	30	30	0	16	314.187	114.136	25601	11066	345.624	345.624
355	50	50	0	24	362.85	102.102	36644	15010	424.425	424.425
356	27	27	0	22	419.084	321.494	32040	24078	724.32	724.32
357	30	30	0	10	279.8	46.4591	20952	5836	188.405	188.405
358	52	52	0	17	309.592	122.275	34711	12860	370.553	370.553
359	44	44	0	16	260.363	109.017	32953	13339	345.382	345.382
360	66	66	0	15	342.737	65.0538	39134	7163	277.635	277.635
361	67	67	0	16	359.481	102.696	40786	11142	333.361	333.361
362	61	61	0	32	287.244	146.284	35891	17611	589.193	589.193
363	29	29	0	16	356.847	117.206	28000	12833	356.306	356.306
364	36	36	0	8	312.249	158.977	32782	11543	327.481	327.481
