time	energy	cost
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
6106	0	0
