0	0
4881	1
5371	0
5480	1
6106	0
6107	1
6725	0
6726	1
7372	0
7373	1
7630	0
7631	1
8205	0
8206	1
8690	0
8691	1
9249	0
9250	1
9874	0
9875	1
10456	0
10457	1
11105	0
11106	1
11682	0
11683	1
12272	0
12273	1
13008	0
13009	1
13595	0
13596	1
14232	0
14233	1
14828	0
14829	1
15385	0
15386	1
15995	0
15996	1
16599	0
16600	1
17167	0
17168	1
17780	0
17781	1
18426	0
18427	1
19051	0
19052	1
19589	0
19590	1
20183	0
20184	1
20777	0
20778	1
21389	0
21390	1
21989	0
21990	1
22584	0
22585	1
23184	0
23185	1
23790	0
23791	1
24211	0
24212	1
24832	0
24833	1
25403	0
25404	1
25990	0
25991	1
26596	0
26597	1
27179	0
27180	1
27717	0
27718	1
28308	0
28309	1
28900	0
28901	1
29509	0
29510	1
30048	0
30049	1
30641	0
30642	1
31168	0
31169	1
31784	0
31785	1
32369	0
32370	1
32982	0
32983	1
33578	0
33579	1
33921	0
33922	1
34517	0
34518	1
35109	0
35110	1
35704	0
35705	1
36290	0
36291	1
36879	0
36880	1
37510	0
37511	1
38100	0
38101	1
38723	0
38724	1
39344	0
39345	1
39931	0
39932	1
40524	0
40525	1
41165	0
41166	1
41774	0
41775	1
42401	0
42402	1
43044	0
43045	1
43669	0
43670	1
44210	0
44211	1
44799	0
44800	1
45466	0
45467	1
46058	0
46059	1
46662	0
46663	1
47252	0
47253	1
47812	0
47813	1
48222	0
48223	1
48814	0
48815	1
49426	0
49427	1
50110	0
50111	1
50730	0
50731	1
51344	0
51345	1
51945	0
51946	1
52536	0
52537	1
53134	0
53135	1
53784	0
53785	1
54384	0
54385	1
54974	0
54975	1
55562	0
55563	1
56139	0
56140	1
56758	0
56759	1
57348	0
57349	1
57935	0
57936	1
58560	0
58561	1
59150	0
59151	1
59740	0
59741	1
60338	0
60339	1
60961	0
60962	1
61600	0
61601	1
62196	0
62197	1
62797	0
62798	1
63395	0
63396	1
63981	0
63982	1
64581	0
64582	1
65197	0
65198	1
65804	0
65805	1
66400	0
66401	1
66993	0
66994	1
67580	0
67581	1
68164	0
68165	1
68750	0
68751	1
69341	0
69342	1
69893	0
69894	1
70521	0
70522	1
71181	0
71182	1
71791	0
71792	1
72459	0
72460	1
73056	0
73057	1
73654	0
73655	1
74247	0
74248	1
74830	0
74831	1
75421	0
75422	1
76007	0
76008	1
76591	0
76592	1
77222	0
77223	1
77823	0
77824	1
78406	0
78407	1
79000	0
79001	1
79586	0
79587	1
80180	0
80181	1
80776	0
80777	1
81362	0
81363	1
81960	0
81961	1
82526	0
82527	1
83121	0
83122	1
83778	0
83779	1
84402	0
84403	1
85136	0
85137	1
85681	0
85682	1
86273	0
86274	1
86857	0
86858	1
87474	0
87475	1
87548	0
87549	1
88151	0
88152	1
88779	0
88780	1
89420	0
89421	1
90000	0
90001	1
90594	0
90595	1
91189	0
91190	1
91782	0
91783	1
92380	0
92381	1
92977	0
92978	1
93622	0
93623	1
94239	0
94240	1
94833	0
94834	1
95471	0
95472	1
96027	0
96028	1
96617	0
96618	1
97140	0
97141	1
97479	0
97480	1
98067	0
98068	1
98659	0
98660	1
99278	0
99279	1
99910	0
99911	1
100555	0
100556	1
101146	0
another	another
0	0
5600	1
6243	0
6244	1
7417	0
7418	1
8621	0
8622	1
9837	0
9838	1
11032	0
11033	1
12216	0
12217	1
13446	0
13447	1
14688	0
14689	1
15937	0
15938	1
17108	0
17109	1
18221	0
18222	1
19479	0
19480	1
20707	0
20708	1
21876	0
21877	1
23129	0
23130	1
24354	0
24355	1
25538	0
25539	1
26729	0
26730	1
28006	0
28007	1
29177	0
29178	1
30357	0
30358	1
31523	0
31524	1
32693	0
32694	1
33985	0
33986	1
35148	0
35149	1
36309	0
36310	1
37471	0
37472	1
38623	0
38624	1
39758	0
39759	1
40960	0
40961	1
42139	0
42140	1
43312	0
43313	1
44244	0
44245	1
45455	0
45456	1
46750	0
46751	1
47916	0
47917	1
49315	0
49316	1
50498	0
50499	1
51688	0
51689	1
52905	0
52906	1
54190	0
54191	1
55404	0
55405	1
56588	0
56589	1
57820	0
57821	1
59007	0
59008	1
60260	0
60261	1
61452	0
61453	1
62655	0
62656	1
63861	0
63862	1
65095	0
65096	1
66263	0
66264	1
67430	0
67431	1
68641	0
68642	1
69832	0
69833	1
70697	0
70698	1
71625	0
71626	1
72782	0
72783	1
73992	0
73993	1
75162	0
75163	1
76331	0
76332	1
77603	0
77604	1
78765	0
78766	1
79951	0
79952	1
81079	0
81080	1
82247	0
82248	1
83326	0
83327	1
84509	0
84510	1
85827	0
85828	1
87078	0
87079	1
88298	0
88299	1
88742	0
88743	1
89502	0
89503	1
90683	0
90684	1
91878	0
91879	1
93060	0
93061	1
94242	0
94243	1
95409	0
95410	1
96686	0
96687	1
97934	0
97935	1
98983	0
98984	1
99602	0
99603	1
100784	0
another	another
