0	0	
5682	1	
5884	2	
6107	1	
6208	2	
6244	1	
6440	2	
6581	3	
6616	4	
6726	3	
6910	4	
6917	5	
6930	6	
7193	7	
7247	8	
7269	9	
7373	8	
7418	7	
7434	8	
7544	9	
7555	10	
7631	9	
7704	10	
7849	11	
8029	12	
8051	13	
8071	14	
8190	15	
8206	14	
8211	15	
8377	16	
8413	17	
8505	18	
8533	19	
8609	20	
8622	19	
8691	18	
8880	19	
8959	20	
8969	21	
9038	22	
9125	23	
9165	24	
9229	25	
9250	24	
9674	25	
9700	26	
9736	27	
9838	26	
9875	25	
9894	26	
10008	27	
10009	28	
10089	29	
10097	30	
10208	31	
10215	32	
10224	33	
10282	34	
10375	35	
10457	34	
10553	35	
11013	36	
11016	37	
11033	36	
11052	37	
11106	36	
11127	37	
11131	38	
11201	39	
11288	40	
11382	41	
11411	42	
11456	43	
11512	44	
11569	45	
11598	46	
11637	47	
11683	46	
11698	47	
11780	48	
11791	49	
11804	50	
11941	51	
11961	52	
11965	53	
11977	54	
12003	56	
12030	57	
12097	58	
12098	59	
12121	60	
12146	61	
12217	60	
12222	61	
12239	62	
12273	61	
12279	62	
12311	63	
12514	64	
12672	65	
12700	66	
12785	67	
12788	68	
12792	69	
12849	70	
12863	71	
12876	72	
12882	73	
12975	74	
13009	73	
13107	74	
13120	75	
13124	76	
13191	77	
13224	78	
13317	79	
13322	80	
13340	81	
13366	82	
13447	81	
13474	82	
13486	83	
13493	84	
13596	83	
13609	84	
13716	85	
13796	86	
13803	87	
13898	88	
13911	89	
13955	90	
13977	91	
13978	92	
14102	93	
14112	94	
14180	95	
14233	94	
14391	95	
14396	96	
14462	97	
14525	98	
14564	99	
14591	100	
14613	101	
14628	102	
14689	101	
14711	102	
14718	103	
14755	104	
14795	105	
14819	106	
14829	105	
14839	106	
14867	107	
14983	108	
15027	109	
15054	110	
15135	111	
15168	112	
15217	113	
15386	112	
15465	113	
15477	114	
15502	115	
15557	116	
15665	117	
15728	118	
15729	119	
15842	120	
15910	121	
15938	120	
15996	119	
16077	120	
16082	121	
16083	122	
16111	123	
16171	124	
16205	125	
16266	126	
16371	127	
16383	128	
16447	129	
16510	130	
16523	131	
16600	130	
16630	131	
16693	132	
16721	133	
16761	134	
16794	135	
16810	136	
16915	137	
17019	138	
17109	137	
17118	138	
17168	137	
17195	138	
17198	139	
17303	140	
17358	141	
17410	142	
17438	143	
17457	144	
17781	143	
17899	144	
18051	145	
18066	146	
18079	147	
18088	148	
18210	149	
18222	148	
18264	149	
18302	150	
18335	151	
18375	152	
18427	151	
18513	152	
18728	153	
18924	154	
18931	155	
18963	156	
19052	155	
19106	156	
19335	157	
19347	158	
19354	159	
19430	160	
19438	161	
19479	162	
19480	161	
19496	162	
19502	163	
19590	162	
19705	163	
19733	164	
19910	165	
19997	166	
20122	167	
20184	166	
20233	167	
20341	168	
20375	169	
20450	170	
20510	171	
20552	172	
20708	171	
20778	170	
21072	171	
21252	172	
21354	173	
21371	174	
21374	175	
21390	174	
21409	175	
21460	176	
21765	177	
21814	178	
21877	177	
21990	176	
21991	177	
22054	178	
22253	179	
22288	180	
22344	181	
22409	182	
22452	183	
22585	183	
22750	184	
22797	185	
22939	186	
23014	187	
23072	188	
23094	189	
23130	188	
23148	189	
23151	190	
23185	189	
23211	190	
23369	191	
23635	192	
23791	191	
23846	192	
23876	193	
24083	194	
24179	195	
24212	194	
24355	193	
24429	194	
24726	195	
24778	196	
24833	195	
24850	196	
24889	197	
24960	198	
25243	199	
25404	198	
25465	199	
25539	198	
25678	199	
25761	200	
25772	201	
25905	202	
25991	201	
26303	202	
26433	203	
26479	204	
26576	205	
26597	204	
26730	203	
26857	204	
27019	205	
27117	206	
27122	208	
27149	209	
27180	208	
27524	209	
27610	210	
27711	211	
27718	210	
27766	211	
27919	212	
27958	213	
28007	212	
28113	213	
28225	214	
28309	213	
28380	214	
28443	215	
28500	216	
28512	217	
28526	218	
28640	219	
28713	220	
28738	221	
28901	220	
28973	221	
29167	222	
29178	221	
29352	222	
29382	223	
29510	222	
29549	223	
29622	224	
29633	225	
29846	226	
29852	227	
29973	228	
30049	227	
30067	228	
30296	229	
30302	230	
30338	231	
30358	230	
30450	231	
30562	232	
30642	231	
30831	232	
30954	233	
30955	234	
30977	235	
31013	236	
31169	235	
31303	236	
31524	235	
31665	236	
31785	235	
31874	236	
31943	237	
31985	238	
32048	239	
32095	240	
32250	241	
32370	240	
32421	241	
32595	242	
32694	241	
32768	242	
32983	241	
33102	242	
33346	243	
33411	244	
33579	243	
33609	244	
33825	245	
33922	244	
33986	243	
34009	244	
34055	245	
34150	246	
34180	247	
34211	248	
34225	249	
34244	250	
34247	251	
34319	252	
34366	253	
34518	252	
34547	253	
34937	254	
35110	253	
35149	252	
35168	253	
35171	254	
35266	255	
35368	256	
35477	257	
35628	258	
35705	257	
35721	258	
35723	259	
35809	260	
35830	261	
35940	262	
36042	263	
36287	264	
36291	263	
36310	262	
36367	263	
36511	264	
36692	265	
36736	266	
36757	267	
36880	266	
36925	267	
37075	268	
37231	269	
37387	270	
37472	269	
37511	268	
37526	269	
37791	270	
38101	269	
38187	270	
38193	271	
38243	272	
38278	273	
38305	274	
38422	275	
38429	276	
38450	277	
38624	276	
38724	275	
38736	276	
38796	277	
38967	278	
39026	279	
39248	280	
39256	281	
39265	282	
39320	283	
39345	282	
39759	281	
39776	282	
39824	283	
39932	282	
40525	281	
40581	282	
40948	283	
40961	282	
41033	283	
41115	284	
41142	285	
41146	286	
41166	285	
41331	286	
41334	287	
41617	288	
41775	287	
41968	288	
41989	289	
42140	288	
42143	289	
42402	288	
42410	289	
43045	288	
43180	289	
43181	290	
43313	289	
43338	290	
43364	291	
43670	290	
44211	289	
44245	288	
44337	289	
44800	288	
44851	289	
45122	290	
45456	289	
45467	288	
45613	289	
45726	290	
45782	291	
45864	292	
45946	293	
46018	294	
46059	293	
46131	294	
46457	295	
46584	296	
46663	295	
46690	296	
46751	295	
46804	296	
46826	297	
47159	298	
47253	297	
47598	298	
47618	299	
47668	300	
47813	299	
47832	300	
47917	299	
47941	300	
47994	301	
47998	302	
48190	303	
48223	302	
48359	303	
48815	302	
48986	303	
49026	304	
49058	305	
49089	306	
49316	305	
49427	304	
49474	305	
49555	306	
49758	307	
49903	308	
49912	309	
49951	310	
50111	309	
50499	308	
50731	307	
50742	308	
50816	309	
50964	310	
51011	311	
51345	310	
51376	311	
51451	312	
51529	313	
51689	312	
51846	313	
51902	314	
51946	313	
52012	314	
52044	315	
52408	316	
52451	317	
52537	316	
52562	317	
52590	318	
52642	319	
52867	320	
52906	319	
53135	318	
53174	319	
53274	320	
53450	321	
53456	322	
53464	323	
53673	324	
53723	325	
53785	324	
53940	325	
54191	324	
54274	325	
54385	324	
54808	325	
54969	326	
54975	325	
55073	326	
55122	327	
55137	328	
55176	329	
55405	328	
55563	327	
55705	328	
55848	329	
56140	328	
56167	329	
56264	330	
56589	329	
56627	330	
56729	331	
56744	332	
56759	331	
56843	332	
56916	333	
56963	334	
56968	335	
57075	336	
57349	335	
57417	336	
57462	337	
57623	338	
57821	337	
57896	338	
57936	337	
58038	338	
58141	339	
58289	340	
58561	339	
58639	340	
59008	339	
59151	338	
59163	339	
59191	340	
59350	341	
59357	342	
59365	343	
59379	344	
59518	345	
59741	344	
59835	345	
59879	346	
60208	347	
60238	348	
60253	349	
60257	350	
60261	349	
60266	350	
60339	349	
60394	350	
60835	351	
60945	352	
