time	energy	cost
51688	0.0333333	0
51689	0.05	0
51945	0.0166667	0
51946	0.05	0
52536	0.0166667	0
52537	0.05	0
52905	0.0333333	0
52906	0.05	0
53134	0.0166667	0
53135	0.05	0
53784	0.0166667	0
53785	0.05	0
54190	0.0333333	0
54191	0.05	0
54384	0.0166667	0
54385	0.05	0
54974	0.0166667	0
54975	0.05	0
55404	0.0333333	0
55405	0.05	0
55562	0.0166667	0
55563	0.05	0
56139	0.0166667	0
56140	0.05	0
56588	0.0333333	0
56589	0.05	0
56758	0.0166667	0
56759	0.05	0
57348	0.0166667	0
57349	0.05	0
57820	0.0333333	0
57821	0.05	0
57935	0.0166667	0
57936	0.05	0
58560	0.0166667	0
58561	0.05	0
59007	0.0333333	0
59008	0.05	0
59150	0.0166667	0
59151	0.05	0
59740	0.0166667	0
59741	0.05	0
60260	0.0333333	0
60261	0.05	0
60338	0.0166667	0
60339	0.05	0
60961	0.0166667	0
60962	0.05	0
61452	0.0333333	0
61453	0.05	0
61600	0.0166667	0
61601	0.05	0
62196	0.0166667	0
62197	0.05	0
62655	0.0333333	0
62656	0.05	0
62797	0.0166667	0
62798	0.05	0
63395	0.0166667	0
63396	0.05	0
63861	0.0333333	0
63862	0.05	0
63981	0.0166667	0
63982	0.05	0
64581	0.0166667	0
64582	0.05	0
65095	0.0333333	0
65096	0.05	0
65197	0.0166667	0
65198	0.05	0
65804	0.0166667	0
65805	0.05	0
66263	0.0333333	0
66264	0.05	0
66400	0.0166667	0
66401	0.05	0
66993	0.0166667	0
66994	0.05	0
67430	0.0333333	0
67431	0.05	0
67580	0.0166667	0
67581	0.05	0
68164	0.0166667	0
68165	0.05	0
68641	0.0333333	0
68642	0.05	0
68750	0.0166667	0
68751	0.05	0
69341	0.0166667	0
69342	0.05	0
69832	0.0333333	0
69833	0.05	0
69893	0.0166667	0
69894	0.05	0
70521	0.0166667	0
70522	0.05	0
70697	0.0333333	0
70698	0.05	0
71181	0.0166667	0
71182	0.05	0
71625	0.0333333	0
71626	0.05	0
71791	0.0166667	0
71792	0.05	0
72459	0.0166667	0
72460	0.05	0
72782	0.0333333	0
72783	0.05	0
73056	0.0166667	0
73057	0.05	0
73654	0.0166667	0
73655	0.05	0
73992	0.0333333	0
73993	0.05	0
74247	0.0166667	0
74248	0.05	0
74830	0.0166667	0
74831	0.05	0
75162	0.0333333	0
75163	0.05	0
75421	0.0166667	0
75422	0.05	0
76007	0.0166667	0
76008	0.05	0
76331	0.0333333	0
76332	0.05	0
76591	0.0166667	0
76592	0.05	0
77222	0.0166667	0
77223	0.05	0
77603	0.0333333	0
77604	0.05	0
77823	0.0166667	0
77824	0.05	0
78406	0.0166667	0
78407	0.05	0
78765	0.0333333	0
78766	0.05	0
79000	0.0166667	0
79001	0.05	0
79586	0.0166667	0
79587	0.05	0
79951	0.0333333	0
79952	0.05	0
80180	0.0166667	0
80181	0.05	0
80776	0.0166667	0
80777	0.05	0
81079	0.0333333	0
81080	0.05	0
81362	0.0166667	0
81363	0.05	0
81960	0.0166667	0
81961	0.05	0
82247	0.0333333	0
82248	0.05	0
82526	0.0166667	0
82527	0.05	0
83121	0.0166667	0
83122	0.05	0
83326	0.0333333	0
83327	0.05	0
83778	0.0166667	0
83779	0.05	0
84402	0.0166667	0
84403	0.05	0
84509	0.0333333	0
84510	0.05	0
85136	0.0166667	0
85137	0.05	0
85681	0.0166667	0
85682	0.05	0
85827	0.0333333	0
85828	0.05	0
86273	0.0166667	0
86274	0.05	0
86857	0.0166667	0
86858	0.05	0
87078	0.0333333	0
87079	0.05	0
87474	0.0166667	0
87475	0.05	0
87548	0.0166667	0
87549	0.05	0
88151	0.0166667	0
88152	0.05	0
88298	0.0333333	0
88299	0.05	0
88742	0.0333333	0
88743	0.05	0
88779	0.0166667	0
88780	0.05	0
89420	0.0166667	0
89421	0.05	0
89502	0.0333333	0
89503	0.05	0
90000	0.0166667	0
90001	0.05	0
90594	0.0166667	0
90595	0.05	0
90683	0.0333333	0
90684	0.05	0
91189	0.0166667	0
91190	0.05	0
91782	0.0166667	0
91783	0.05	0
91878	0.0333333	0
91879	0.05	0
92380	0.0166667	0
92381	0.05	0
92977	0.0166667	0
92978	0.05	0
93060	0.0333333	0
93061	0.05	0
93622	0.0166667	0
93623	0.05	0
94239	0.0166667	0
94240	0.05	0
94242	0.0333333	0
94243	0.05	0
94833	0.0166667	0
94834	0.05	0
95409	0.0333333	0
95410	0.05	0
95471	0.0166667	0
95472	0.05	0
96027	0.0166667	0
96028	0.05	0
96617	0.0166667	0
96618	0.05	0
96686	0.0333333	0
96687	0.05	0
97140	0.0166667	0
97141	0.05	0
97479	0.0166667	0
97480	0.05	0
97934	0.0333333	0
97935	0.05	0
98067	0.0166667	0
98068	0.05	0
98659	0.0166667	0
98660	0.05	0
98983	0.0333333	0
98984	0.05	0
99278	0.0166667	0
99279	0.05	0
99602	0.0333333	0
99603	0.05	0
99910	0.0166667	0
99911	0.05	0
100555	0.0166667	0
100556	0.05	0
100784	0.0333333	0
101146	6.93889e-18	0
